2024-07-01 12:00:39.695357;72;H=84;T=26;Hs=14.25009;sp=20;sf=12;rx_timestamp=93862267; rssi=-86; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:02:05.218488;76;H=85;T=26;Hs=14.10759;sp=20;sf=12;rx_timestamp=179387569; rssi=-85; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
0000;80;H=84;T=26;Hs=14.67759;sp=20;sf=12;rx_timestamp=264913773; rssi=-86; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:04:56.683660;84;H=85;T=26;Hs=13.85821;sp=20;sf=12;rx_timestamp=350438937; rssi=-84; snr=8.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:06:22.194037;88;H=86;T=26;Hs=14.03634;sp=20;sf=12;rx_timestamp=435964058; rssi=-84; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:07:47.726244;92;H=84;T=26;Hs=14.21446;sp=20;sf=12;rx_timestamp=521488142; rssi=-85; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:09:13.246223;96;H=84;T=26;Hs=13.92946;sp=20;sf=12;rx_timestamp=607015199; rssi=-86; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:10:38.623715;100;H=83;T=26;Hs=13.57321;sp=20;sf=12;rx_timestamp=692541284; rssi=-85; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:12:04.181936;104;H=83;T=26;Hs=13.89384;sp=20;sf=12;rx_timestamp=778134311; rssi=-84; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:13:29.711453;108;H=83;T=26;Hs=13.89384;sp=20;sf=12;rx_timestamp=863663329; rssi=-85; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
2024-07-01 12:14:55.226680;112;H=83;T=26;Hs=13.82259;sp=20;sf=12;rx_timestamp=949190335; rssi=-86; snr=7.0; sfrx=12; sftx=0; tx_trials=0; tx_power=14; tx_time_on_air=0; tx_counter=0; tx_frequency=0
